"","male","female"
"1",0.597024203371257,0.372134671453387
"2",0.432697697728872,0.387509942054749
"3",0.327644317317754,0.547265770938247
"4",0.513166494108736,0.367023068666458
"5",0.362916201353073,0.66457880474627
"6",0.605607850477099,0.322429029922932
"7",0.442476975172758,0.437943469639868
"8",0.407929968368262,0.313676933106035
"9",0.476654336694628,0.628198453132063
"10",0.352126468438655,0.467722579557449
"11",0.40248324200511,0.356243516132235
"12",0.381227527651936,0.341563326865435
"13",0.508444538339972,0.303535545058548
"14",0.425314991921186,0.688745468575507
"15",0.353907345607877,0.554397831298411
"16",0.320484965946525,0.496881619282067
"17",0.316193731594831,0.556527559645474
"18",0.576306219771504,0.4383221719414
"19",0.525520655140281,0.339307869877666
"20",0.659946259204298,0.540181898605078
"21",0.529355409741402,0.428509266953915
"22",0.39265163699165,0.400888329930603
"23",0.657763063814491,0.426148956175894
"24",0.427358589414507,0.362243107985705
"25",0.575067122653127,0.503279368393123
"26",0.65505790123716,0.534508898667991
"27",0.358384825661778,0.430346617754549
"28",0.476204203441739,0.462634970340878
"29",0.325847036577761,0.659182477556169
"30",0.58139944691211,0.387772062979639
"31",0.567390142567456,0.565827046707273
"32",0.376918306574225,0.401121444907039
"33",0.320783380419016,0.554221868049353
"34",0.315106519218534,0.544266016129404
"35",0.49885825747624,0.606286610011011
"36",0.301403002720326,0.436515863705426
"37",0.64705023476854,0.355008647497743
"38",0.522099945135415,0.447025638073683
"39",0.348336549289525,0.473641767352819
"40",0.606919434759766,0.572875581309199
"41",0.354797485843301,0.473628333304077
"42",0.633486851584166,0.470399279333651
"43",0.527891458012164,0.608586805406958
"44",0.498723241407424,0.563005908112973
"45",0.365535808354616,0.432372430805117
"46",0.360298976581544,0.697447910532355
"47",0.541554561909288,0.33427117606625
"48",0.595994183141738,0.362463949341327
"49",0.663285878673196,0.329852378368378
"50",0.500292527023703,0.680000580660999
"51",0.33891230635345,0.399395970534533
"52",0.68003915855661,0.460054866969585
"53",0.490593562461436,0.521368705201894
"54",0.645288139209151,0.442313239816576
"55",0.635288501437753,0.55255423495546
"56",0.534135717805475,0.687081441655755
"57",0.347310569975525,0.696152350213379
"58",0.58307375786826,0.604414367303252
"59",0.505417141597718,0.636258671060205
"60",0.670054727047682,0.692176264803857
"61",0.458874394278973,0.337035786081105
"62",0.42083870684728,0.605551859363914
"63",0.39461839357391,0.572473944444209
"64",0.50039505623281,0.301552412193269
"65",0.366772860381752,0.476563385594636
"66",0.585668389033526,0.417205519415438
"67",0.591647087968886,0.363452271930873
"68",0.309620377607644,0.377363496553153
"69",0.597187195252627,0.465880190208554
"70",0.32115369765088,0.433255562931299
"71",0.357511716708541,0.513715297915041
"72",0.681158300861716,0.532105884049088
"73",0.344164707325399,0.327642897050828
"74",0.67649374390021,0.309452621731907
"75",0.564364756271243,0.470530498400331
"76",0.39309879494831,0.473870743066072
"77",0.482848317641765,0.446899839490652
"78",0.633154634945094,0.319612148962915
"79",0.601078127138317,0.583999539818615
"80",0.664335513021797,0.383218618389219
"81",0.399067342001945,0.695153199788183
"82",0.381603224296123,0.558091336581856
"83",0.31234380537644,0.372590521350503
"84",0.404547478631139,0.662955364678055
"85",0.428846195992082,0.480085819773376
"86",0.596595544926822,0.563768723141402
"87",0.582425020914525,0.433214473538101
"88",0.647430977784097,0.617567252367735
"89",0.676564171165228,0.429126322921365
"90",0.533935904782265,0.340444215945899
"91",0.593073417805135,0.305301084648818
"92",0.537527705077082,0.387345001567155
"93",0.307390630524606,0.674329064320773
"94",0.376123225595802,0.484775335434824
"95",0.446449552662671,0.578655903786421
"96",0.424123092740774,0.551705865189433
"97",0.438467630185187,0.665790742170066
"98",0.341843163967133,0.339111643284559
"99",0.493786381743848,0.468869209568948
"100",0.602072583138943,0.604789927229285
