"","male","female"
"1",0.583149912394583,0.52840419029817
"2",0.640694652032107,0.525207046046853
"3",0.548790690302849,0.416915034502745
"4",0.375711326580495,0.511979005206376
"5",0.699911105260253,0.441887666657567
"6",0.628069907333702,0.526798526756465
"7",0.330356057081372,0.655279854964465
"8",0.686003273352981,0.589118086360395
"9",0.329931878857315,0.45083963451907
"10",0.307039360236377,0.461050486750901
"11",0.635803889948875,0.55756350196898
"12",0.549479453079402,0.499268642812967
"13",0.577237814571708,0.378994078747928
"14",0.536847997177392,0.502849006466567
"15",0.678433973435312,0.545081144105643
"16",0.38258820893243,0.553805699199438
"17",0.426644993666559,0.334807139448822
"18",0.589802253525704,0.485672862455249
"19",0.638994270935655,0.554091137554497
"20",0.507414831593633,0.608320903033018
"21",0.546868824027479,0.514839400164783
"22",0.451166150253266,0.556620495393872
"23",0.455909530259669,0.590991598553956
"24",0.57604540893808,0.633982081152499
"25",0.655430248007178,0.429265135340393
"26",0.664314781315625,0.306623214296997
"27",0.516591723263264,0.528949115425348
"28",0.345937359239906,0.407221700251102
"29",0.60723186545074,0.583225211780518
"30",0.564479920640588,0.419287396781147
"31",0.594458246417344,0.405169157404453
"32",0.687855095695704,0.510678288713098
"33",0.572779237292707,0.310159109532833
"34",0.623297820240259,0.616121502406895
"35",0.60848483517766,0.53371496880427
"36",0.617574755474925,0.322304469440132
"37",0.313286458421499,0.661350229009986
"38",0.508429689146578,0.591029601916671
"39",0.489607085566968,0.522156018577516
"40",0.310764728765935,0.374125135317445
"41",0.555061827879399,0.337277390900999
"42",0.303647504560649,0.671767547447234
"43",0.400855092890561,0.485778034944087
"44",0.325142942462116,0.441514813993126
"45",0.335003544948995,0.604207108449191
"46",0.695815503038466,0.405396006815135
"47",0.517649052850902,0.365224379207939
"48",0.372228226065636,0.52596930032596
"49",0.40263636438176,0.611080404836684
"50",0.696140963211656,0.535235054325312
"51",0.350565943215042,0.645888353977352
"52",0.629899697005749,0.607071423903108
"53",0.404600893612951,0.339399778191
"54",0.523637429159135,0.368815174140036
"55",0.611640054080635,0.345084015931934
"56",0.531245733238757,0.412329863291234
"57",0.435788238421082,0.691750569548458
"58",0.693600468803197,0.685111699346453
"59",0.530349584668875,0.457743480429053
"60",0.569944301899522,0.524540529027581
"61",0.444723136909306,0.469716508779675
"62",0.685339169297367,0.64100972302258
"63",0.391462396923453,0.34940829789266
"64",0.356011442746967,0.554231158830225
"65",0.575020803976804,0.463375677820295
"66",0.456565639562905,0.684515652433038
"67",0.463071576785296,0.427709120232612
"68",0.468860768154263,0.642616736423224
"69",0.513626729696989,0.499665084667504
"70",0.639443870354444,0.591904080100357
"71",0.55382245592773,0.506714435573667
"72",0.493089393805712,0.376460723672062
"73",0.611741713806987,0.520417850092053
"74",0.451395601499826,0.672771549690515
"75",0.563592399097979,0.588405646011233
"76",0.602632522955537,0.525903986394405
"77",0.575411939900368,0.633685278054327
"78",0.358587844111025,0.327666025236249
"79",0.637597027700394,0.657005254924297
"80",0.489034447912127,0.626079794485122
"81",0.626809609588236,0.667423665523529
"82",0.474953948613256,0.691620460525155
"83",0.640060305409133,0.462177996337414
"84",0.424648593459278,0.44440463995561
"85",0.421537688653916,0.58958767959848
"86",0.641870380844921,0.434242011420429
"87",0.589870754163712,0.450536716263741
"88",0.500025817099959,0.57536577610299
"89",0.610033420752734,0.341412331908941
"90",0.588604173250496,0.401878486853093
"91",0.415026380494237,0.524452470056713
"92",0.649062353093177,0.414861224219203
"93",0.36556464638561,0.509913534391671
"94",0.349593630433083,0.424551354814321
"95",0.569996199291199,0.612766383215785
"96",0.468634722102433,0.611613079998642
"97",0.524638203345239,0.634000947605818
"98",0.685467347875237,0.602350965794176
"99",0.673777206521481,0.528429098986089
"100",0.553113589994609,0.65926804235205
